"player","goals","shots","assists","keyPasses","yellowCard","redCard","ligue","position","games","position_general"
"Lewis Richardson",0,0,0,0,0,0,"Premier League","Sub",2,"Suplente"
"Liam Bridcutt",0,4,2,9,6,1,"Premier League","Sub",18,"Suplente"
"Liam Cooper",1,15,0,0,4,1,"Premier League","DC",25,"Defensor Central"
"Liam Delap",0,1,0,0,0,0,"Premier League","Sub",1,"Suplente"
"Liam Henderson",0,3,0,2,1,0,"Serie A","Sub",4,"Suplente"
"Liam Moore",0,4,0,1,4,0,"Premier League","DC",11,"Defensor Central"
"Liam Rosenior",0,6,1,3,0,0,"Premier League","Sub",16,"Suplente"
"Libor Kozák",0,6,0,3,0,0,"Premier League","FW",4,"Delantero"
"Licá",0,26,3,13,2,0,"La Liga","AMR",21,"Centrocampista Ofensivo"
"Lilian Brassier",1,6,1,5,3,0,"Ligue 1","DC",11,"Defensor Central"
"Lilian Egloff",0,0,0,0,0,0,"Bundesliga","Sub",2,"Suplente"
"Lilian Fournier",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Lillo",0,19,0,18,26,2,"La Liga","DR",70,"Defensor Lateral"
"Lindsay Rose",0,13,0,3,5,1,"Ligue 1","DC",38,"Defensor Central"
"Lino Tempelmann",0,5,0,1,2,0,"Bundesliga","Sub",11,"Suplente"
"Linton Maina",1,21,4,18,0,0,"Bundesliga","Sub",22,"Suplente"
"Lionel Carole",0,19,5,50,7,0,"Ligue 1","DL",74,"Defensor Lateral"
"Lionel Mathis",0,27,1,17,11,1,"Ligue 1","MC",51,"Centrocampista"
"Lionel Messi",231,1244,97,596,27,0,"La Liga","FWR",243,"Delantero"
"Lionel Scaloni",0,2,0,2,0,0,"Serie A","Sub",3,"Suplente"
"Lisandro López",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Lisandro Magallán",2,14,3,13,14,0,"Serie A","DC",44,"Defensor Central"
"Ljubomir Fejsa",0,1,0,1,2,0,"La Liga","MC",13,"Centrocampista"
"Lloyd Isgrove",0,0,0,0,0,0,"Premier League","Sub",1,"Suplente"
"Lloyd Kelly",0,1,0,1,2,0,"Premier League","DC",8,"Defensor Central"
"Lloyd Palun",1,4,1,7,5,1,"Ligue 1","DR",21,"Defensor Lateral"
"Lluis López",0,3,0,0,1,0,"La Liga","DC",10,"Defensor Central"
"Lluis Sastre",0,0,0,1,0,0,"La Liga","Sub",5,"Suplente"
"Loic Bade",0,11,0,7,9,1,"Ligue 1","DC",31,"Defensor Central"
"Loic Badiashile",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Loic Bessile",0,0,0,0,0,0,"Ligue 1","DC",1,"Defensor Central"
"Loic Perrin",9,81,4,33,12,1,"Ligue 1","DC",159,"Defensor Central"
"Loic Puyo",2,25,0,23,3,0,"Ligue 1","Sub",30,"Suplente"
"Lois Diony",23,157,10,98,8,1,"Ligue 1","FW",129,"Delantero"
"Lombán",8,46,0,13,25,0,"La Liga","DC",99,"Defensor Central"
"Loren Morón",24,163,2,42,10,1,"La Liga","FW",110,"Delantero"
"Lorenco Simic",1,7,0,1,1,0,"Serie A","Sub",14,"Suplente"
"Lorenzo Andrenacci",0,0,0,0,0,0,"Serie A","GK",6,"Portero"
"Lorenzo Ariaudo",0,8,0,5,3,0,"Serie A","DC",30,"Defensor Central"
"Lorenzo Callegari",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Lorenzo Colombo",0,4,0,1,0,0,"Serie A","Sub",5,"Suplente"
"Lorenzo Crisetig",0,27,2,52,27,1,"Serie A","MC",81,"Centrocampista"
"Lorenzo De Silvestri",15,117,17,116,24,1,"Serie A","DR",191,"Defensor Lateral"
"Lorenzo Del Pinto",0,7,1,4,6,0,"Serie A","Sub",16,"Suplente"
"Lorenzo Di Livio",0,0,0,0,1,0,"Serie A","Sub",1,"Suplente"
"Lorenzo Dickmann",0,1,0,0,1,0,"Serie A","Sub",6,"Suplente"
"Lorenzo Insigne",77,885,52,480,17,2,"Serie A","FWL",231,"Delantero"
"Lorenzo Lollo",3,36,1,15,10,2,"Serie A","MC",27,"Centrocampista"
"Lorenzo Montipò",0,0,0,0,3,0,"Serie A","GK",37,"Portero"
"Lorenzo Pasciuti",2,6,3,26,4,1,"Serie A","MR",21,"Centrocampista"
"Lorenzo Pellegrini",24,280,28,275,35,4,"Serie A","MC",162,"Centrocampista"
"Lorenzo Pirola",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Lorenzo Rosseti",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Lorenzo Tonelli",12,51,0,9,35,3,"Serie A","DC",112,"Defensor Central"
"Lorenzo Venuti",0,13,3,43,11,0,"Serie A","DMR",75,"Centrocampista Defensivo"
"Lorik Cana",0,10,0,5,11,1,"Ligue 1","DC",38,"Defensor Central"
"Loris Benito",1,20,0,31,12,1,"Ligue 1","DL",54,"Defensor Lateral"
"Loris Karius",0,0,0,1,3,1,"Bundesliga","GK",100,"Portero"
"Loris Mouyokolo",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Lossemy Karaboue",0,25,2,31,3,1,"Ligue 1","DR",32,"Defensor Lateral"
"Louis Beyer",0,5,0,2,2,0,"Bundesliga","Sub",16,"Suplente"
"Louis Carnot",0,0,0,1,0,0,"Ligue 1","Sub",1,"Suplente"
"Louis Poggi",0,13,1,4,1,0,"Ligue 1","Sub",15,"Suplente"
"Louis Schaub",1,9,1,11,0,0,"Bundesliga","AMC",9,"Centrocampista Ofensivo"
"Loukas Vyntra",0,5,0,1,4,1,"La Liga","DC",27,"Defensor Central"
"Lovre Kalinic",0,0,0,0,0,0,"Ligue 1","GK",4,"Portero"
"Loïc Damour",0,1,0,0,0,0,"Premier League","Sub",2,"Suplente"
"Loïc Mbe Soh",0,1,0,0,0,0,"Ligue 1","DC",3,"Defensor Central"
"Loïc Remy",30,160,2,33,8,1,"Ligue 1","Sub",108,"Suplente"
"Loïck Landre",5,32,0,3,14,4,"Ligue 1","DC",79,"Defensor Central"
"Luan Capanni",0,1,0,0,1,0,"Serie A","Sub",1,"Suplente"
"Lubomir Tupta",0,2,0,1,0,0,"Serie A","Sub",4,"Suplente"
"Luc Castaignos",4,17,1,9,1,0,"Bundesliga","FW",19,"Delantero"
"Luc Ihorst",0,0,0,0,0,0,"Bundesliga","Sub",1,"Suplente"
"Luca Antei",1,10,1,2,9,1,"Serie A","DC",36,"Defensor Central"
"Luca Antonelli",7,45,3,53,11,0,"Serie A","DL",85,"Defensor Lateral"
"Luca Antonini",1,2,0,1,1,0,"Serie A","Sub",7,"Suplente"
"Luca Bittante",0,3,0,7,3,0,"Serie A","Sub",21,"Suplente"
"Luca Caldirola",3,25,1,15,10,2,"Bundesliga","DC",72,"Defensor Central"
"Luca Ceppitelli",6,61,1,17,33,2,"Serie A","DC",130,"Defensor Central"
"Luca Checchin",0,0,0,0,1,0,"Serie A","Sub",4,"Suplente"
"Luca Cigarini",4,151,13,231,53,4,"Serie A","MC",149,"Centrocampista"
"Luca Crecco",1,2,0,0,0,0,"Serie A","Sub",3,"Suplente"
"Luca Crosta",0,0,0,0,0,0,"Serie A","GK",2,"Portero"
"Luca Falbo",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Luca Gagliano",1,2,1,1,0,0,"Serie A","Sub",2,"Suplente"
"Luca Garritano",0,5,0,4,1,0,"Serie A","Sub",17,"Suplente"
"Luca Horn",0,0,0,0,0,0,"Bundesliga","Sub",1,"Suplente"
"Luca Kilian",0,2,0,3,2,0,"Bundesliga","DC",21,"Defensor Central"
"Luca Lezzerini",0,0,0,0,0,0,"Serie A","Sub",3,"Suplente"
"Luca Mack",0,0,0,0,0,0,"Bundesliga","Sub",1,"Suplente"
"Luca Marrone",1,16,3,22,15,0,"Serie A","DC",42,"Defensor Central"
"Luca Martinelli",0,1,0,0,0,0,"Serie A","DC",1,"Defensor Central"
"Luca Matarese",0,0,0,0,1,0,"Serie A","Sub",2,"Suplente"
"Luca Mazzitelli",1,33,3,22,16,0,"Serie A","Sub",48,"Suplente"
"Luca Mora",0,6,0,6,5,0,"Serie A","MC",21,"Centrocampista"
"Luca Netz",1,2,0,2,0,0,"Bundesliga","Sub",11,"Suplente"
"Luca Paganini",4,53,2,31,8,0,"Serie A","MR",41,"Centrocampista"
"Luca Pellegrini",0,21,8,40,16,1,"Serie A","DL",51,"Defensor Lateral"
"Luca Plogmann",0,0,0,0,0,0,"Bundesliga","Sub",1,"Suplente"
"Luca Ranieri",0,3,0,5,0,1,"Serie A","DL",3,"Defensor Lateral"
"Luca Rigoni",20,128,5,80,38,1,"Serie A","MC",136,"Centrocampista"
"Luca Rizzo",3,36,2,29,4,1,"Serie A","Sub",61,"Suplente"
"Luca Rossettini",7,65,6,32,42,0,"Serie A","DC",161,"Defensor Central"
"Luca Sangalli",1,17,5,19,0,0,"La Liga","Sub",29,"Suplente"
"Luca Siligardi",3,95,3,51,3,0,"Serie A","Sub",75,"Suplente"
"Luca Sparandeo",0,0,0,0,1,0,"Serie A","Sub",1,"Suplente"
"Luca Toni",28,185,2,40,6,0,"Serie A","FW",61,"Delantero"
"Luca Tremolada",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Luca Valzania",2,24,1,13,5,0,"Serie A","MC",17,"Centrocampista"
"Luca Vido",0,4,0,2,0,0,"Serie A","Sub",4,"Suplente"
"Luca Vignali",0,4,0,10,4,1,"Serie A","DR",21,"Defensor Lateral"
"Luca Zanimacchia",0,2,0,2,0,0,"Serie A","Sub",2,"Suplente"
"Luca Zidane",0,0,0,0,0,0,"La Liga","GK",2,"Portero"
"Luca-Milan Zander",0,0,0,0,0,0,"Bundesliga","Sub",2,"Suplente"
"Lucas",0,1,0,0,0,0,"Serie A","Sub",2,"Suplente"
"Lucas Alario",36,190,10,57,14,1,"Bundesliga","FW",99,"Delantero"
"Lucas Barrios",11,46,3,23,0,0,"Ligue 1","FW",31,"Delantero"
"Lucas Biglia",13,109,10,192,35,1,"Serie A","MC",141,"Centrocampista"
"Lucas Boyé",8,100,5,45,14,1,"La Liga","Sub",88,"Suplente"
"Lucas Buades",0,0,0,0,0,0,"Ligue 1","Sub",8,"Suplente"
"Lucas Castro",14,169,14,128,20,1,"Serie A","MC",126,"Centrocampista"
"Lucas Da Cunha",0,2,0,2,0,0,"Ligue 1","Sub",2,"Suplente"
"Lucas Deaux",10,99,10,110,29,2,"Ligue 1","MC",174,"Centrocampista"
"Lucas Digne",7,103,24,239,23,2,"Premier League","DL",177,"Defensor Lateral"
"Lucas Evangelista",1,18,1,13,1,0,"Ligue 1","Sub",24,"Suplente"
"Lucas Gourna Douath",0,5,0,2,8,0,"Ligue 1","Sub",30,"Suplente"
"Lucas Hernández",1,21,4,29,20,1,"La Liga","DC",109,"Defensor Central"
"Lucas Höler",17,135,6,66,9,0,"Bundesliga","FW",107,"Delantero"
"Lucas Leiva",2,92,10,130,50,1,"Serie A","MC",191,"Centrocampista"
"Lucas Lima",3,78,9,170,13,1,"Ligue 1","DL",105,"Defensor Lateral"
"Lucas Lionel Dias",0,0,0,0,0,0,"Ligue 1","GK",4,"Portero"
"Lucas Martínez Quarta",1,17,0,6,4,1,"Serie A","DC",21,"Defensor Central"
"Lucas Mendes",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Lucas Moura",46,296,24,238,13,0,"Ligue 1","Sub",210,"Suplente"
"Lucas Ocampos",39,371,20,145,36,2,"Ligue 1","Sub",203,"Suplente"
"Lucas Olaza",2,40,8,72,15,0,"La Liga","DL",77,"Defensor Lateral"
"Lucas Orban",1,2,1,6,13,2,"La Liga","Sub",43,"Suplente"
"Lucas Paquetá",10,101,7,71,16,2,"Serie A","MC",67,"Centrocampista"
"Lucas Perrin",1,6,0,1,3,0,"Ligue 1","DC",11,"Defensor Central"
"Lucas Piazon",2,11,0,21,3,0,"Bundesliga","Sub",26,"Suplente"
"Lucas Pérez",51,304,27,307,17,0,"La Liga","FW",181,"Delantero"
"Lucas Ribeiro",1,1,0,0,1,0,"Bundesliga","Sub",2,"Suplente"
"Lucas Silva",0,15,0,10,2,0,"Ligue 1","Sub",30,"Suplente"
"Lucas Souza",0,5,0,0,0,0,"Serie A","Sub",3,"Suplente"
"Lucas Torreira",8,101,4,102,29,1,"Serie A","MC",153,"Centrocampista"
"Lucas Torró",0,28,1,10,8,1,"La Liga","MC",40,"Centrocampista"
"Lucas Tousart",4,117,3,48,22,2,"Ligue 1","DMC",140,"Centrocampista Defensivo"
"Lucas Valls",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Lucas Vázquez",18,178,35,266,24,1,"La Liga","Sub",197,"Suplente"
"Luciano Narsingh",1,11,3,17,0,0,"Premier League","Sub",31,"Suplente"
"Luciano Neves",4,24,2,12,3,0,"La Liga","Sub",25,"Suplente"
"Luciano Vietto",22,171,13,90,14,0,"La Liga","FW",112,"Delantero"
"Lucien Agoume",0,2,0,3,3,0,"Serie A","MC",15,"Centrocampista"
"Ludovic Ajorque",33,165,9,65,13,0,"Ligue 1","FW",86,"Delantero"
"Ludovic Baal",0,18,12,84,6,2,"Ligue 1","DL",119,"Defensor Lateral"
"Ludovic Blas",21,238,16,106,18,1,"Ligue 1","Sub",163,"Suplente"
"Ludovic Butelle",0,1,0,2,1,1,"Ligue 1","GK",100,"Portero"
"Ludovic Obraniak",0,0,0,0,1,0,"Bundesliga","AMC",2,"Centrocampista Ofensivo"
"Ludwig Augustinsson",2,66,9,114,14,0,"Bundesliga","DL",98,"Defensor Lateral"
"Luigi Giorgi",0,11,2,32,9,0,"Serie A","MC",28,"Centrocampista"
"Luigi Sepe",0,0,0,3,2,0,"Serie A","GK",139,"Portero"
"Luigi Vitale",0,0,0,0,0,0,"Serie A","Sub",2,"Suplente"
"Luis Advíncula",1,17,3,17,2,2,"La Liga","DR",28,"Defensor Lateral"
"Luis Alberto",39,427,46,416,24,1,"Serie A","MC",184,"Centrocampista"
"Luis Fariña",1,14,0,11,1,1,"La Liga","Sub",24,"Suplente"
"Luis Henrique",0,6,5,15,0,0,"Ligue 1","Sub",19,"Suplente"
"Luis Hernández",1,18,2,35,16,1,"La Liga","DC",95,"Defensor Central"
"Luis Martins",0,0,0,4,0,0,"La Liga","Sub",5,"Suplente"
"Luis Milla",1,10,1,17,1,0,"La Liga","DMC",16,"Centrocampista Defensivo"
"Luis Muriel",75,461,26,230,16,1,"Serie A","FW",214,"Delantero"
"Luis Muñoz",0,1,0,1,0,0,"La Liga","DC",5,"Defensor Central"
"Luis Pedro Cavanda",0,3,2,9,4,1,"Serie A","DR",16,"Defensor Lateral"
"Luis Perea",0,0,0,0,0,0,"La Liga","Sub",3,"Suplente"
"Luis Pérez",0,2,0,8,1,0,"La Liga","DR",22,"Defensor Lateral"
"Luis Rioja",4,33,2,40,7,0,"La Liga","ML",63,"Centrocampista"
"Luis Rojas",0,1,0,1,1,0,"Serie A","Sub",7,"Suplente"
"Luis Suárez",173,795,73,347,48,0,"La Liga","FW",250,"Delantero"
"Luisinho",1,49,4,60,38,2,"La Liga","DL",123,"Defensor Lateral"
"Luismi",0,0,0,0,1,0,"La Liga","Sub",12,"Suplente"
"Luiz Adriano",4,29,3,18,4,0,"Serie A","Sub",33,"Suplente"
"Luiz Araujo",14,145,8,69,13,1,"Ligue 1","Sub",108,"Suplente"
"Luiz Felipe",2,22,2,12,21,0,"Serie A","DC",75,"Defensor Central"
"Luiz Gustavo",10,168,3,54,43,2,"Bundesliga","DMC",147,"Centrocampista Defensivo"
"Luka Djordjevic",0,3,0,2,0,0,"Serie A","Sub",3,"Suplente"
"Luka Jovic",31,178,7,45,7,0,"Bundesliga","Sub",93,"Suplente"
"Luka Krajnc",0,7,1,6,6,0,"Serie A","DC",31,"Defensor Central"
"Luka Milivojevic",28,163,5,135,42,1,"Premier League","MC",150,"Centrocampista"
"Luka Modric",16,217,31,296,31,1,"La Liga","MC",199,"Centrocampista"
"Luka Romero",0,0,0,0,0,0,"La Liga","Sub",1,"Suplente"
"Lukas Fröde",0,1,0,0,0,0,"Bundesliga","Sub",12,"Suplente"
"Lukas Görtler",0,1,0,1,0,0,"Bundesliga","Sub",1,"Suplente"
"Lukas Haraslin",1,22,0,11,2,1,"Serie A","Sub",27,"Suplente"
"Lukas Hinterseer",9,50,1,27,5,0,"Bundesliga","Sub",56,"Suplente"
"Lukas Hradecky",0,0,0,3,6,1,"Bundesliga","GK",196,"Portero"
"Lukas Jutkiewicz",0,36,2,13,1,0,"Premier League","Sub",27,"Suplente"
"Lukas Jäger",0,1,0,0,0,0,"Bundesliga","Sub",2,"Suplente"
"Lukas Klostermann",10,49,2,56,7,0,"Bundesliga","DR",107,"Defensor Lateral"
"Lukas Klünter",2,27,3,33,16,1,"Bundesliga","DR",72,"Defensor Lateral"
"Lukas Kruse",0,0,0,0,0,0,"Bundesliga","GK",34,"Portero"
"Lukas Kübler",0,18,4,21,9,0,"Bundesliga","DR",71,"Defensor Lateral"
"Lukas Lerager",5,87,4,71,21,0,"Ligue 1","MC",106,"Centrocampista"
"Lukas Mühl",1,12,0,4,4,0,"Bundesliga","DC",31,"Defensor Central"
"Lukas Nmecha",0,3,0,1,1,0,"Bundesliga","Sub",8,"Suplente"
"Lukas Petkov",0,0,0,0,0,0,"Bundesliga","Sub",1,"Suplente"
"Lukas Podolski",1,36,1,17,2,0,"Serie A","Sub",24,"Suplente"
"Lukas Pokorny",0,3,0,1,2,0,"Ligue 1","DC",13,"Defensor Central"
"Lukas Rupp",14,112,8,106,11,0,"Bundesliga","MC",115,"Centrocampista"
"Lukasz Fabianski",0,1,1,5,5,1,"Premier League","GK",247,"Portero"
"Lukasz Piszczek",7,85,17,111,17,0,"Bundesliga","DR",151,"Defensor Lateral"
"Lukasz Skorupski",0,1,0,2,8,0,"Serie A","GK",173,"Portero"
"Lukasz Teodorczyk",1,17,1,6,2,0,"Serie A","Sub",30,"Suplente"
"Lukasz Zaluska",0,0,0,0,0,0,"Bundesliga","GK",1,"Portero"
"Luke Amos",0,0,0,0,0,0,"Premier League","Sub",1,"Suplente"
"Luke Ayling",0,24,0,26,7,0,"Premier League","DR",38,"Defensor Lateral"
"Luke Dreher",0,0,0,0,0,0,"Premier League","Sub",1,"Suplente"
"Luke Freeman",0,3,0,3,2,0,"Premier League","Sub",11,"Suplente"
"Luke Garbutt",0,1,0,4,1,0,"Premier League","DL",4,"Defensor Lateral"
"Luke Shaw",2,64,11,161,31,1,"Premier League","DL",128,"Defensor Lateral"
"Luke Thomas",1,7,1,16,2,0,"Premier League","DML",17,"Centrocampista Defensivo"
"Lumor Agbenyenu",1,14,0,17,3,1,"La Liga","DL",23,"Defensor Lateral"
"Luque",0,2,0,0,0,0,"La Liga","Sub",1,"Suplente"
"Luso",1,19,1,11,4,0,"La Liga","DMC",18,"Centrocampista Defensivo"
"Luuk de Jong",10,89,1,35,5,0,"La Liga","FW",69,"Delantero"
"Lyanco",1,27,0,8,15,1,"Serie A","DC",59,"Defensor Central"
"Lyes Houri",0,1,0,0,0,0,"Ligue 1","Sub",2,"Suplente"
"Lyle Foster",0,2,0,0,0,0,"Ligue 1","FW",2,"Delantero"
"Lynden Gooch",0,3,0,4,3,0,"Premier League","Sub",11,"Suplente"
"Lys Mousset",9,85,4,26,3,0,"Premier League","Sub",99,"Suplente"
"László Bénes",2,37,6,50,6,0,"Bundesliga","Sub",52,"Suplente"
"László Kleinheisler",1,19,1,4,0,0,"Bundesliga","AMC",18,"Centrocampista Ofensivo"
"Léo Bonatini",0,9,1,2,0,0,"Premier League","Sub",7,"Suplente"
"Léo Duarte",0,3,0,0,2,0,"Serie A","Sub",7,"Suplente"
"Léo Dubois",6,126,21,223,18,0,"Ligue 1","DR",174,"Defensor Lateral"
"Léo Sena",0,2,0,2,0,0,"Serie A","Sub",16,"Suplente"
"Lévy Madinda",0,1,0,0,1,0,"La Liga","Sub",6,"Suplente"
"López Garai",0,0,0,2,1,0,"La Liga","DMC",6,"Centrocampista Defensivo"
"López Silva",0,2,0,7,1,0,"La Liga","Sub",8,"Suplente"
"M&#039;Bala Nzola",11,45,3,22,5,0,"Serie A","FW",25,"Delantero"
"M&#039;Baye Niang",40,333,15,93,18,1,"Serie A","FW",159,"Delantero"
"Maarten Stekelenburg",0,0,0,1,2,0,"Premier League","GK",37,"Portero"
"Maciej Rybus",0,13,1,12,1,0,"Ligue 1","DL",18,"Defensor Lateral"
"Madih Talal",0,0,0,0,0,0,"Ligue 1","Sub",2,"Suplente"
"Mads Albæk",0,5,0,3,2,1,"Ligue 1","DMC",12,"Centrocampista Defensivo"
"Mads Pedersen",0,1,1,14,1,0,"Bundesliga","DL",17,"Defensor Lateral"
"Mahamadou Doucouré",0,0,0,0,0,0,"Ligue 1","Sub",3,"Suplente"
"Mahamadou N&#039;Diaye",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Mahamane Traoré",2,8,2,5,2,0,"Ligue 1","Sub",12,"Suplente"
"Mahamé Siby",0,0,0,0,0,0,"Ligue 1","Sub",7,"Suplente"
"Mahdi Camara",3,29,2,27,4,1,"Ligue 1","MC",50,"Centrocampista"
"Mahir Saglik",1,12,1,7,2,0,"Bundesliga","Sub",11,"Suplente"
"Mahmoud Abdallahi",0,0,0,1,1,0,"La Liga","Sub",5,"Suplente"
"Mahmoud Dahoud",9,148,20,110,17,0,"Bundesliga","MC",131,"Centrocampista"
"Maicon",2,24,3,20,5,1,"Serie A","DR",29,"Defensor Lateral"
"Majeed Waris",28,189,12,79,10,1,"Ligue 1","FW",111,"Delantero"
"Makhtar Gueye",1,2,1,2,0,0,"Ligue 1","Sub",5,"Suplente"
"Makoto Hasebe",2,24,5,96,32,1,"Bundesliga","DC",191,"Defensor Central"
"Maksym Koval",0,0,0,0,0,1,"La Liga","GK",2,"Portero"
"Malang Sarr",3,25,2,19,8,0,"Ligue 1","DC",102,"Defensor Central"
"Malcom",21,163,14,161,4,0,"Ligue 1","FWR",99,"Delantero"
"Malick Seck",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Malick Thiaw",1,9,0,2,3,1,"Bundesliga","DC",23,"Defensor Central"
"Malik Sellouki",1,4,0,0,1,0,"Ligue 1","Sub",4,"Suplente"
"Malik Tchokounte",0,22,2,10,3,0,"Ligue 1","Sub",29,"Suplente"
"Malo Gusto",0,0,0,0,0,0,"Ligue 1","Sub",2,"Suplente"
"Mama Baldé",13,109,2,32,6,0,"Ligue 1","FW",53,"Delantero"
"Mamadou Coulibaly",0,3,0,3,4,0,"Serie A","MC",12,"Centrocampista"
"Mamadou Doucouré",0,0,0,0,0,0,"Bundesliga","Sub",2,"Suplente"
"Mamadou Fofana",0,14,0,6,6,0,"Ligue 1","DC",36,"Defensor Central"
"Mamadou Kanouté",0,1,0,0,0,0,"Serie A","Sub",2,"Suplente"
"Mamadou N&#039;Diaye",0,4,1,3,0,0,"Ligue 1","Sub",12,"Suplente"
"Mamadou Sakho",2,18,2,22,6,1,"Premier League","DC",110,"Defensor Central"
"Mamadou Samassa",0,0,0,2,1,1,"Ligue 1","GK",31,"Portero"
"Mamadou Sylla",0,8,0,3,3,0,"La Liga","Sub",14,"Suplente"
"Mamadou Tounkara",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Mame Biram Diouf",23,163,8,68,19,0,"Premier League","FW",122,"Delantero"
"Mame Thiam",1,29,1,12,1,0,"Serie A","FW",15,"Delantero"
"Mamor Niang",0,1,0,0,0,0,"La Liga","Sub",1,"Suplente"
"Mamoudou Karamoko",0,0,0,0,0,0,"Bundesliga","Sub",1,"Suplente"
"Mana Dembele",0,13,0,4,2,0,"Ligue 1","Sub",13,"Suplente"
"Mandela Egbo",0,0,0,0,0,0,"Bundesliga","Sub",1,"Suplente"
"Manolo Gabbiadini",51,357,11,128,17,1,"Serie A","Sub",187,"Suplente"
"Manolo Portanova",0,6,0,0,2,0,"Serie A","Sub",6,"Suplente"
"Manolo Reina",0,0,0,0,4,0,"La Liga","GK",36,"Portero"
"Manu",0,0,0,0,1,0,"La Liga","GK",8,"Portero"
"Manu García",7,126,6,67,37,3,"La Liga","MC",176,"Centrocampista"
"Manu Herrera",0,0,0,0,0,0,"La Liga","GK",7,"Portero"
"Manu Trigueros",14,214,17,228,42,2,"La Liga","MC",223,"Centrocampista"
"Manu Vallejo",7,27,0,11,2,0,"La Liga","Sub",41,"Suplente"
"Manu del Moral",3,46,1,12,2,0,"La Liga","AMC",28,"Centrocampista Ofensivo"
"Manucho",9,86,2,25,8,0,"La Liga","Sub",65,"Suplente"
"Manuel Akanji",3,40,1,13,9,0,"Bundesliga","DC",93,"Defensor Central"
"Manuel Cabit",0,0,1,2,2,0,"Ligue 1","DL",3,"Defensor Lateral"
"Manuel Coppola",0,4,0,4,3,1,"Serie A","MC",11,"Centrocampista"
"Manuel Garrido",0,1,0,0,1,0,"La Liga","Sub",4,"Suplente"
"Manuel Gasparini",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Manuel Gulde",5,40,0,10,9,0,"Bundesliga","DC",102,"Defensor Central"
"Manuel Iturra",0,17,2,26,23,1,"La Liga","MC",76,"Centrocampista"
"Manuel Lanzini",21,207,14,178,20,0,"Premier League","AMC",139,"Centrocampista Ofensivo"
"Manuel Lazzari",4,95,17,145,19,1,"Serie A","DMR",133,"Centrocampista Defensivo"
"Manuel Locatelli",8,135,11,151,37,0,"Serie A","MC",144,"Centrocampista"
"Manuel Morlanes",0,3,4,15,2,0,"La Liga","Sub",19,"Suplente"
"Manuel Neuer",0,0,0,1,3,0,"Bundesliga","GK",187,"Portero"
"Manuel Nieto",0,1,0,1,0,0,"La Liga","Sub",2,"Suplente"
"Manuel Pablo",0,2,0,2,1,0,"La Liga","DL",8,"Defensor Lateral"
"Manuel Pasqual",5,40,10,123,16,0,"Serie A","DL",91,"Defensor Lateral"
"Manuel Perez",0,1,0,0,1,0,"Ligue 1","Sub",4,"Suplente"
"Manuel Prietl",1,18,1,11,3,0,"Bundesliga","DMC",28,"Centrocampista Defensivo"
"Manuel Pucciarelli",16,172,6,105,10,0,"Serie A","FW",136,"Delantero"
"Manuel Schmiedebach",1,21,1,44,10,0,"Bundesliga","DMC",60,"Centrocampista Defensivo"
"Manuel Sánchez",0,3,5,19,5,0,"La Liga","DL",22,"Defensor Lateral"
"Mané",0,1,0,2,0,0,"La Liga","Sub",5,"Suplente"
"Mapou Yanga-Mbiwa",3,19,1,8,18,0,"Ligue 1","DC",81,"Defensor Central"
"Marash Kumbulla",2,15,0,6,13,1,"Serie A","DC",46,"Defensor Central"
"Marc Albrighton",11,147,32,274,24,1,"Premier League","ML",201,"Centrocampista"
"Marc Bartra",10,95,10,36,28,0,"La Liga","DC",156,"Defensor Central"
"Marc Baró",0,1,0,2,0,0,"La Liga","DL",1,"Defensor Lateral"
"Marc Cardona",4,30,3,15,2,0,"La Liga","Sub",39,"Suplente"
"Marc Cucurella",5,77,9,123,23,0,"La Liga","ML",105,"Centrocampista"
"Marc Muniesa",1,23,1,19,15,0,"Premier League","DC",76,"Defensor Central"
"Marc Navarro",3,41,1,15,4,0,"La Liga","DR",37,"Defensor Lateral"
"Marc Pedraza",0,0,0,0,0,0,"La Liga","MC",3,"Centrocampista"
"Marc Planus",1,1,0,0,1,0,"Ligue 1","DC",8,"Defensor Central"
"Marc Pugh",5,59,4,42,4,0,"Premier League","ML",67,"Centrocampista"
"Marc Roca",3,75,4,61,22,0,"La Liga","MC",109,"Centrocampista"
"Marc Stendera",5,70,6,60,16,0,"Bundesliga","MC",68,"Centrocampista"
"Marc Torrejón",0,10,0,6,4,1,"Bundesliga","DC",31,"Defensor Central"
